Time,Pos_x,Pos_y,Pos_z,Vel_x,Vel_y,Vel_zRoll,Pitch,Yaw
00:10:30.66,1.568,0.394,1.862,-0.193,-0.452,0.487,358.281,1.257,19.734
00:10:30.68,1.563,0.383,1.874,-0.199,-0.466,0.487,358.286,1.252,19.736
00:10:30.72,1.556,0.367,1.891,-0.206,-0.488,0.490,358.267,1.246,19.752
00:10:30.74,1.553,0.360,1.897,-0.209,-0.496,0.492,358.277,1.268,19.741
00:10:30.77,1.547,0.344,1.913,-0.215,-0.518,0.492,358.285,1.270,19.755
00:10:30.79,1.543,0.337,1.920,-0.219,-0.527,0.493,358.299,1.287,19.748
00:10:30.83,1.535,0.318,1.938,-0.226,-0.549,0.496,358.280,1.279,19.765
00:10:30.84,1.532,0.308,1.946,-0.231,-0.560,0.498,358.287,1.297,19.759
00:10:30.86,1.528,0.299,1.955,-0.237,-0.571,0.499,358.290,1.311,19.744
00:10:30.90,1.519,0.279,1.972,-0.245,-0.594,0.502,358.298,1.286,19.761
00:10:30.92,1.515,0.267,1.981,-0.250,-0.606,0.503,358.310,1.291,19.761
00:10:30.95,1.506,0.246,1.999,-0.259,-0.627,0.506,358.310,1.278,19.757
00:10:30.97,1.501,0.235,2.008,-0.264,-0.637,0.506,358.310,1.285,19.752
00:10:30.99,1.496,0.221,2.018,-0.271,-0.649,0.507,358.309,1.282,19.752
00:10:31.02,1.487,0.200,2.035,-0.280,-0.671,0.510,358.297,1.273,19.763
00:10:31.04,1.481,0.187,2.045,-0.285,-0.683,0.511,358.299,1.277,19.747
00:10:31.06,1.477,0.176,2.053,-0.289,-0.693,0.514,358.300,1.299,19.738
00:10:31.10,1.465,0.147,2.074,-0.300,-0.714,0.516,358.269,1.276,19.761
00:10:31.12,1.460,0.136,2.082,-0.304,-0.723,0.518,358.269,1.297,19.754
00:10:31.14,1.623,0.542,2.096,-0.131,-0.164,0.519,358.262,1.284,19.765
00:10:31.18,1.618,0.536,2.113,-0.142,-0.184,0.520,358.262,1.270,19.786
00:10:31.20,1.616,0.533,2.122,-0.146,-0.194,0.521,358.273,1.279,19.786
00:10:31.22,1.612,0.529,2.134,-0.152,-0.207,0.520,358.280,1.288,19.788
00:10:31.25,1.607,0.522,1.739,-0.161,-0.228,0.577,358.265,1.261,19.802
00:10:31.28,1.604,0.516,1.751,-0.166,-0.242,0.579,358.276,1.275,19.801
00:10:31.30,1.601,0.512,1.761,-0.171,-0.252,0.581,358.288,1.279,19.795
00:10:31.33,1.595,0.503,1.781,-0.181,-0.273,0.584,358.272,1.248,19.808
00:10:31.35,1.592,0.499,1.790,-0.185,-0.282,0.586,358.272,1.261,19.803
00:10:31.38,1.587,0.491,1.806,-0.193,-0.298,0.587,358.262,1.247,19.812
00:10:31.42,1.579,0.479,1.829,-0.200,-0.322,0.588,358.240,1.237,19.832
00:10:31.44,1.575,0.473,1.840,-0.204,-0.335,0.589,358.241,1.243,19.831
00:10:31.45,1.572,0.468,1.849,-0.207,-0.344,0.591,358.238,1.272,19.815
00:10:31.49,1.563,0.452,1.874,-0.218,-0.370,0.596,358.211,1.223,19.844
00:10:31.52,1.558,0.444,1.888,-0.223,-0.384,0.596,358.208,1.224,19.850
00:10:31.53,1.554,0.437,1.899,-0.228,-0.395,0.596,358.215,1.228,19.850
00:10:31.55,1.550,0.429,1.910,-0.233,-0.406,0.598,358.214,1.232,19.849
00:10:31.60,1.540,0.412,1.934,-0.240,-0.432,0.597,358.194,1.220,19.873
00:10:31.62,1.536,0.404,1.945,-0.245,-0.445,0.598,358.200,1.227,19.870
00:10:31.64,1.530,0.395,1.958,-0.251,-0.458,0.600,358.198,1.225,19.870
00:10:31.68,1.520,0.375,1.983,-0.265,-0.482,0.600,358.196,1.195,19.894
00:10:31.70,1.515,0.366,1.994,-0.271,-0.493,0.602,358.208,1.198,19.890
00:10:31.71,1.512,0.361,2.001,-0.274,-0.501,0.603,358.226,1.228,19.876
00:10:31.74,1.504,0.347,2.016,-0.281,-0.516,0.603,358.232,1.230,19.881
00:10:31.78,1.494,0.328,2.038,-0.289,-0.538,0.603,358.212,1.200,19.897
00:10:31.80,1.489,0.319,2.049,-0.292,-0.549,0.605,358.212,1.222,19.891
00:10:31.82,1.483,0.307,2.061,-0.297,-0.561,0.607,358.223,1.237,19.887
00:10:31.85,1.476,0.294,2.076,-0.304,-0.576,0.608,358.215,1.228,19.889
00:10:31.88,1.466,0.275,2.095,-0.309,-0.595,0.611,358.198,1.211,19.901
00:10:31.89,1.461,0.265,2.105,-0.314,-0.605,0.613,358.199,1.221,19.895
00:10:31.93,1.450,0.244,2.126,-0.322,-0.627,0.619,358.185,1.212,19.909
00:10:31.95,1.445,0.233,2.137,-0.326,-0.638,0.620,358.198,1.234,19.903
00:10:31.98,1.433,0.211,2.158,-0.334,-0.658,0.623,358.178,1.225,19.918
00:10:32.00,1.427,0.199,2.169,-0.338,-0.669,0.623,358.190,1.235,19.913
00:10:32.02,1.421,0.187,2.181,-0.343,-0.680,0.623,358.189,1.239,19.913
00:10:32.05,1.408,0.162,2.203,-0.353,-0.701,0.624,358.167,1.204,19.933
00:10:32.07,1.403,0.150,2.213,-0.359,-0.711,0.626,358.180,1.215,19.928
00:10:32.10,1.390,0.126,2.235,-0.366,-0.733,0.629,358.165,1.190,19.944
00:10:32.12,1.669,0.524,2.248,-0.120,-0.315,0.629,358.158,1.190,19.946
00:10:32.14,1.667,0.517,2.261,-0.124,-0.327,0.629,358.153,1.209,19.947
00:10:32.18,1.663,0.506,2.283,-0.133,-0.348,0.631,358.157,1.198,19.963
00:10:32.20,1.660,0.498,2.296,-0.139,-0.361,0.633,358.165,1.208,19.965
00:10:32.23,1.655,0.486,2.317,-0.148,-0.381,0.637,358.167,1.179,19.982
00:10:32.25,1.652,0.480,2.328,-0.152,-0.392,0.640,358.173,1.200,19.977
00:10:32.28,1.648,0.469,2.345,-0.158,-0.408,0.639,358.164,1.206,19.982
00:10:32.31,1.643,0.455,2.367,-0.166,-0.429,0.641,358.146,1.199,19.996
00:10:32.33,1.640,0.448,2.377,-0.171,-0.439,0.643,358.153,1.215,19.990
00:10:32.36,1.637,0.439,2.389,-0.176,-0.452,0.644,358.169,1.231,19.988
00:10:32.39,1.631,0.424,2.410,-0.185,-0.473,0.646,358.175,1.222,20.002
00:10:32.41,1.627,0.414,2.423,-0.191,-0.485,0.647,358.172,1.234,20.002
00:10:32.44,1.623,0.404,2.437,-0.195,-0.500,0.650,358.176,1.240,20.003
00:10:32.46,1.617,0.389,2.456,-0.203,-0.519,0.651,358.171,1.242,20.012
00:10:32.49,1.614,0.381,2.466,-0.207,-0.529,0.651,358.179,1.263,20.006
00:10:32.51,1.610,0.370,2.480,-0.212,-0.544,0.653,358.185,1.276,20.006
00:10:32.55,1.601,0.349,2.505,-0.222,-0.567,0.655,358.163,1.238,20.028
00:10:32.57,1.597,0.337,2.518,-0.227,-0.580,0.656,358.176,1.241,20.028
00:10:32.59,1.592,0.326,2.530,-0.232,-0.591,0.657,358.187,1.257,20.026
00:10:32.63,1.582,0.300,2.558,-0.244,-0.620,0.659,358.191,1.233,20.048
00:10:32.65,1.578,0.289,2.570,-0.249,-0.631,0.660,358.190,1.250,20.031
00:10:32.67,1.573,0.276,2.583,-0.254,-0.644,0.660,358.202,1.265,20.028
00:10:32.69,1.567,0.262,2.598,-0.260,-0.657,0.660,358.199,1.264,20.028
00:10:32.74,1.556,0.235,2.625,-0.271,-0.683,0.665,358.198,1.218,20.051
00:10:32.76,1.551,0.221,2.638,-0.277,-0.695,0.666,358.208,1.227,20.051
00:10:32.78,1.545,0.207,2.651,-0.281,-0.707,0.668,358.219,1.234,20.050
00:10:32.80,1.539,0.192,2.665,-0.286,-0.719,0.671,358.223,1.247,20.048
00:10:32.84,1.528,0.163,2.692,-0.296,-0.742,0.671,358.197,1.205,20.068
00:10:32.86,1.523,0.151,2.703,-0.299,-0.752,0.672,358.199,1.229,20.059
00:10:32.88,1.517,0.135,2.717,-0.305,-0.764,0.673,358.204,1.228,20.052
00:10:32.90,1.511,0.119,2.731,-0.310,-0.777,0.675,358.204,1.243,20.044
00:10:32.92,1.504,0.103,2.745,-0.315,-0.790,0.675,358.215,1.257,20.043
00:10:32.96,1.493,0.076,2.768,-0.326,-0.812,0.675,358.221,1.243,20.057
00:10:32.99,1.485,0.055,2.785,-0.334,-0.826,0.677,358.213,1.243,20.060
00:10:33.00,1.479,0.041,2.796,-0.338,-0.836,0.678,358.224,1.261,20.055
00:10:33.03,1.470,0.020,2.813,-0.346,-0.851,0.681,358.230,1.263,20.061
00:10:33.05,1.463,0.001,2.828,-0.351,-0.865,0.681,358.224,1.276,20.062
00:10:33.08,1.453,-0.024,2.847,-0.357,-0.883,0.682,358.231,1.279,20.071
00:10:33.10,1.445,-0.044,2.863,-0.363,-0.897,0.683,358.227,1.290,20.073
00:10:33.14,1.880,0.521,2.889,-0.061,-0.371,0.686,358.210,1.276,20.090
00:10:33.15,1.879,0.516,2.899,-0.065,-0.380,0.687,358.214,1.301,20.079
00:10:33.19,1.877,0.501,2.924,-0.072,-0.403,0.692,358.215,1.270,20.095
00:10:33.21,1.876,0.496,2.934,-0.076,-0.412,0.692,358.226,1.287,20.085
00:10:33.24,1.873,0.482,2.957,-0.084,-0.431,0.693,358.227,1.280,20.098
00:10:33.26,1.872,0.474,2.968,-0.088,-0.441,0.694,358.224,1.291,20.092
00:10:33.29,1.869,0.459,2.992,-0.096,-0.463,0.693,358.232,1.267,20.106
00:10:33.31,1.867,0.450,3.005,-0.100,-0.475,0.693,358.243,1.286,20.102
00:10:33.34,1.863,0.434,3.028,-0.112,-0.496,0.697,358.249,1.250,20.116
00:10:33.37,1.861,0.424,3.042,-0.117,-0.509,0.698,358.261,1.255,20.113
00:10:33.40,1.857,0.407,3.065,-0.124,-0.530,0.701,358.246,1.232,20.126
00:10:33.41,1.856,0.400,3.074,-0.127,-0.538,0.702,358.252,1.256,20.115
00:10:33.45,1.851,0.383,3.096,-0.136,-0.557,0.703,358.255,1.229,20.128
00:10:33.47,1.849,0.372,3.110,-0.140,-0.568,0.704,358.261,1.247,20.123
00:10:33.50,1.844,0.353,3.133,-0.148,-0.587,0.706,358.243,1.239,20.135
00:10:33.52,1.842,0.344,3.144,-0.152,-0.597,0.708,358.246,1.251,20.126
00:10:33.55,1.837,0.327,3.163,-0.159,-0.612,0.711,358.248,1.236,20.131
00:10:33.58,1.832,0.307,3.187,-0.167,-0.631,0.717,358.248,1.228,20.142
00:10:33.60,1.829,0.296,3.198,-0.172,-0.642,0.717,358.263,1.248,20.134
00:10:33.63,1.823,0.275,3.222,-0.180,-0.664,0.720,358.269,1.225,20.146
00:10:33.65,1.820,0.263,3.234,-0.184,-0.675,0.722,358.280,1.246,20.140
00:10:33.68,1.814,0.240,3.259,-0.193,-0.697,0.723,358.286,1.218,20.155
00:10:33.70,1.811,0.229,3.271,-0.196,-0.706,0.724,358.284,1.231,20.148
00:10:33.73,1.805,0.208,3.291,-0.204,-0.723,0.724,358.289,1.214,20.156
00:10:33.75,1.801,0.194,3.305,-0.209,-0.734,0.725,358.297,1.226,20.151
00:10:33.78,1.795,0.172,3.327,-0.216,-0.753,0.728,358.284,1.226,20.160
00:10:33.80,1.791,0.158,3.341,-0.221,-0.764,0.730,358.279,1.243,20.156
00:10:33.83,1.784,0.135,3.362,-0.228,-0.781,0.731,358.264,1.243,20.164
00:10:33.87,1.777,0.111,3.385,-0.235,-0.798,0.732,358.246,1.221,20.175
00:10:33.88,1.774,0.101,3.394,-0.239,-0.806,0.733,358.264,1.246,20.163
00:10:33.91,1.766,0.074,3.418,-0.247,-0.826,0.734,358.245,1.218,20.177
00:10:33.93,1.762,0.060,3.430,-0.251,-0.836,0.736,358.248,1.229,20.171
00:10:33.96,1.754,0.033,3.454,-0.260,-0.855,0.737,358.232,1.202,20.184
00:10:33.98,1.749,0.019,3.466,-0.264,-0.866,0.740,358.250,1.223,20.173
00:10:34.01,1.741,-0.010,3.490,-0.273,-0.885,0.742,358.232,1.213,20.181
00:10:34.03,1.736,-0.023,3.501,-0.276,-0.895,0.743,358.234,1.241,20.169
00:10:34.06,1.727,-0.053,3.526,-0.284,-0.916,0.745,358.220,1.237,20.177
00:10:34.08,1.724,-0.065,3.535,-0.288,-0.924,0.744,358.235,1.260,20.161
00:10:34.11,1.714,-0.095,3.559,-0.295,-0.942,0.745,358.235,1.237,20.168
00:10:34.13,1.843,0.674,3.576,-0.134,-0.360,0.746,358.232,1.233,20.167
00:10:34.17,1.839,0.663,3.598,-0.142,-0.378,0.748,358.238,1.231,20.174
00:10:34.18,1.837,0.657,3.610,-0.146,-0.389,0.749,358.249,1.253,20.167
00:10:34.22,1.831,0.641,3.639,-0.156,-0.413,0.753,358.250,1.236,20.187
00:10:34.23,1.829,0.637,2.037,-0.160,-0.419,0.596,358.262,1.253,20.174
00:10:34.28,1.822,0.618,2.063,-0.171,-0.448,0.597,358.263,1.228,20.199
00:10:34.29,1.819,0.610,2.074,-0.177,-0.458,0.598,358.274,1.241,20.192
00:10:34.31,1.815,0.601,2.085,-0.182,-0.471,0.600,358.288,1.244,20.190
00:10:34.35,1.809,0.585,2.105,-0.191,-0.492,0.603,358.295,1.239,20.203
00:10:34.37,1.805,0.575,2.117,-0.195,-0.505,0.605,358.291,1.256,20.202
00:10:34.39,1.801,0.564,2.130,-0.201,-0.517,0.605,358.287,1.267,20.201
00:10:34.43,1.794,0.545,2.152,-0.209,-0.538,0.607,358.284,1.256,20.219
00:10:34.45,1.790,0.534,2.164,-0.215,-0.551,0.608,358.297,1.257,20.215
00:10:34.47,1.785,0.522,2.178,-0.219,-0.565,0.609,358.291,1.273,20.213
00:10:34.50,1.777,0.502,2.199,-0.228,-0.586,0.609,358.293,1.244,20.226
00:10:34.53,1.773,0.491,2.210,-0.232,-0.597,0.612,358.292,1.263,20.220
00:10:34.55,1.768,0.478,2.223,-0.237,-0.611,0.612,358.303,1.276,20.217
00:10:34.58,1.760,0.457,2.243,-0.246,-0.632,0.618,358.307,1.249,20.231
00:10:34.61,1.754,0.442,2.258,-0.251,-0.648,0.622,358.317,1.247,20.234
00:10:34.62,1.750,0.432,2.268,-0.255,-0.657,0.621,358.318,1.262,20.227
00:10:34.67,1.740,0.406,2.292,-0.265,-0.680,0.626,358.316,1.221,20.248
00:10:34.68,1.735,0.393,2.303,-0.270,-0.690,0.626,358.310,1.227,20.244
00:10:34.71,1.730,0.380,2.315,-0.275,-0.701,0.628,358.317,1.242,20.240
00:10:34.73,1.724,0.366,2.328,-0.280,-0.714,0.630,358.331,1.244,20.239
00:10:34.77,1.713,0.338,2.352,-0.288,-0.736,0.630,358.305,1.232,20.258
00:10:34.79,1.707,0.324,2.365,-0.294,-0.748,0.632,358.304,1.241,20.257
00:10:34.81,1.701,0.307,2.378,-0.301,-0.761,0.634,358.313,1.246,20.259
00:10:34.83,1.695,0.292,2.391,-0.306,-0.773,0.634,358.321,1.249,20.259
00:10:34.87,1.683,0.263,2.415,-0.315,-0.797,0.637,358.301,1.215,20.279
00:10:34.89,1.677,0.246,2.428,-0.321,-0.809,0.638,358.296,1.225,20.267
00:10:34.91,1.669,0.228,2.442,-0.326,-0.823,0.641,358.293,1.238,20.254
00:10:34.94,1.663,0.211,2.455,-0.332,-0.835,0.641,358.291,1.248,20.241
00:10:34.96,1.657,0.195,2.467,-0.337,-0.847,0.642,358.302,1.258,20.237
00:10:35.00,1.645,0.165,2.490,-0.348,-0.869,0.641,358.306,1.223,20.254
00:10:35.02,1.637,0.147,2.503,-0.353,-0.881,0.642,358.314,1.226,20.253
00:10:35.04,1.631,0.131,2.515,-0.357,-0.892,0.643,358.324,1.234,20.250
00:10:35.06,1.622,0.109,2.530,-0.362,-0.907,0.644,358.330,1.244,20.248
00:10:35.08,1.613,0.087,2.546,-0.369,-0.922,0.646,358.337,1.251,20.246
00:10:35.12,1.599,0.051,2.571,-0.378,-0.946,0.650,358.317,1.237,20.261
00:10:35.15,2.092,0.478,2.583,-0.088,-0.378,0.651,358.327,1.251,20.253
00:10:35.17,2.090,0.471,2.594,-0.092,-0.388,0.653,358.323,1.260,20.245
00:10:35.19,2.088,0.462,2.609,-0.098,-0.401,0.654,358.328,1.267,20.245
00:10:35.23,2.084,0.446,2.635,-0.107,-0.427,0.655,358.308,1.231,20.265
00:10:35.25,2.082,0.439,2.201,-0.111,-0.436,0.810,358.314,1.247,20.254
00:10:35.27,2.080,0.431,2.216,-0.116,-0.447,0.812,358.324,1.251,20.247
00:10:35.30,2.077,0.418,2.241,-0.124,-0.465,0.814,358.328,1.248,20.255
00:10:35.32,2.074,0.409,2.255,-0.129,-0.476,0.815,358.337,1.261,20.247
00:10:35.35,2.071,0.395,2.279,-0.137,-0.493,0.818,358.341,1.242,20.253
00:10:35.37,2.068,0.385,2.295,-0.142,-0.505,0.819,358.350,1.247,20.246
00:10:35.40,2.064,0.371,2.318,-0.149,-0.522,0.822,358.355,1.247,20.249
00:10:35.43,2.059,0.355,2.342,-0.156,-0.539,0.826,358.341,1.247,20.253
00:10:35.45,2.056,0.344,2.359,-0.161,-0.552,0.827,358.337,1.251,20.248
00:10:35.48,2.051,0.329,2.382,-0.167,-0.571,0.827,358.331,1.260,20.251
00:10:35.51,2.047,0.312,2.406,-0.172,-0.589,0.830,358.334,1.266,20.260
00:10:35.52,2.044,0.304,2.417,-0.175,-0.596,0.832,358.330,1.281,20.253
00:10:35.56,2.038,0.284,2.444,-0.183,-0.616,0.834,358.315,1.277,20.266
00:10:35.58,2.033,0.267,2.467,-0.190,-0.634,0.836,358.322,1.278,20.276
00:10:35.61,2.027,0.247,2.494,-0.198,-0.652,0.840,358.304,1.256,20.289
00:10:35.63,2.024,0.236,2.507,-0.202,-0.663,0.842,358.321,1.268,20.282
00:10:35.66,2.018,0.218,2.529,-0.210,-0.679,0.841,358.313,1.254,20.288
00:10:35.69,2.012,0.198,2.554,-0.217,-0.698,0.843,358.302,1.254,20.297
00:10:35.72,2.006,0.178,2.578,-0.223,-0.715,0.846,358.306,1.240,20.307
00:10:35.73,2.002,0.166,2.592,-0.228,-0.725,0.847,358.317,1.250,20.302
00:10:35.76,1.996,0.147,2.614,-0.236,-0.740,0.849,358.309,1.250,20.309
00:10:35.78,1.991,0.130,2.633,-0.243,-0.755,0.853,358.306,1.243,20.312
00:10:35.82,1.983,0.106,2.660,-0.251,-0.774,0.852,358.291,1.237,20.323
00:10:35.85,1.976,0.085,2.683,-0.258,-0.791,0.856,358.297,1.241,20.328
00:10:35.86,1.973,0.074,2.695,-0.261,-0.799,0.858,358.301,1.265,20.317
00:10:35.89,1.966,0.055,2.715,-0.267,-0.814,0.859,358.310,1.276,20.319
00:10:35.91,1.960,0.035,2.737,-0.273,-0.831,0.860,358.306,1.283,20.322
00:10:35.94,1.953,0.014,2.758,-0.280,-0.847,0.862,358.318,1.275,20.325
00:10:35.97,1.945,-0.009,2.781,-0.288,-0.863,0.863,358.308,1.276,20.330
00:10:35.99,1.941,-0.023,2.795,-0.292,-0.873,0.864,358.311,1.288,20.322
00:10:36.01,1.934,-0.044,2.815,-0.299,-0.887,0.864,358.303,1.292,20.324
00:10:36.04,1.926,-0.067,2.838,-0.305,-0.903,0.865,358.308,1.283,20.325
00:10:36.07,1.917,-0.094,2.863,-0.314,-0.921,0.869,358.315,1.261,20.329
00:10:36.10,1.908,-0.118,2.886,-0.321,-0.937,0.870,358.320,1.265,20.329
00:10:36.12,1.903,-0.135,2.901,-0.324,-0.947,0.870,358.326,1.290,20.322
00:10:36.14,1.894,-0.159,2.924,-0.330,-0.963,0.872,358.332,1.283,20.325
00:10:36.18,1.883,-0.190,2.952,-0.339,-0.985,0.875,358.323,1.275,20.337
00:10:36.19,1.878,-0.208,2.967,-0.343,-0.995,0.876,358.321,1.296,20.332
00:10:36.23,1.866,-0.240,2.996,-0.350,-1.016,0.879,358.305,1.275,20.345
00:10:36.25,1.860,-0.257,2.473,-0.353,-1.026,0.922,358.305,1.290,20.339
00:10:36.28,1.847,-0.295,2.506,-0.364,-1.048,0.925,358.307,1.254,20.356
00:10:36.30,1.842,-0.312,2.521,-0.368,-1.058,0.926,358.309,1.273,20.337
00:10:36.34,1.828,-0.351,2.555,-0.380,-1.081,0.929,358.291,1.234,20.352
00:10:36.35,1.822,-0.368,2.570,-0.384,-1.090,0.931,358.301,1.253,20.342
00:10:36.37,1.814,-0.391,2.589,-0.390,-1.101,0.932,358.304,1.250,20.340
00:10:36.40,1.802,-0.424,2.617,-0.398,-1.119,0.933,358.290,1.247,20.347
00:10:36.43,1.792,-0.453,2.640,-0.405,-1.135,0.937,358.299,1.236,20.351
00:10:36.46,1.779,-0.488,2.670,-0.413,-1.154,0.940,358.302,1.215,20.362
00:10:36.49,1.768,-0.518,2.694,-0.418,-1.171,0.943,358.295,1.224,20.367
00:10:36.51,1.762,-0.535,2.707,-0.422,-1.179,0.944,358.298,1.238,20.353
00:10:36.55,1.744,-0.588,2.749,-0.434,-1.206,0.946,358.294,1.186,20.375
00:10:36.57,1.738,-0.604,2.762,-0.437,-1.214,0.946,358.300,1.206,20.363
00:10:36.58,1.731,-0.623,2.777,-0.440,-1.224,0.947,358.309,1.222,20.355
00:10:36.63,1.713,-0.673,2.815,-0.450,-1.248,0.952,358.308,1.179,20.376
00:10:36.65,1.705,-0.694,2.831,-0.454,-1.258,0.954,358.319,1.191,20.368
00:10:36.66,1.697,-0.716,2.848,-0.459,-1.270,0.955,358.330,1.200,20.362
00:10:36.69,1.687,-0.744,2.869,-0.464,-1.284,0.958,358.331,1.215,20.360
00:10:36.72,1.670,-0.792,2.904,-0.474,-1.306,0.962,358.308,1.198,20.376
00:10:36.74,1.661,-0.817,2.922,-0.479,-1.317,0.964,358.315,1.203,20.371
00:10:36.76,1.650,-0.846,2.944,-0.485,-1.330,0.965,358.311,1.212,20.370
00:10:36.79,1.638,-0.879,2.967,-0.491,-1.344,0.967,358.300,1.217,20.372
00:10:36.82,1.622,-0.924,2.999,-0.500,-1.362,0.967,358.299,1.206,20.384
00:10:36.85,1.608,-0.961,3.025,-0.508,-1.379,0.969,358.305,1.207,20.385
00:10:36.87,1.598,-0.989,3.045,-0.514,-1.391,0.969,358.300,1.206,20.380
00:10:36.89,1.587,-1.017,3.065,-0.519,-1.403,0.969,358.309,1.209,20.374
00:10:36.91,1.576,-1.047,3.085,-0.523,-1.415,0.967,358.302,1.212,20.369
00:10:36.96,1.555,-1.105,3.125,-0.534,-1.440,0.974,358.301,1.169,20.387
00:10:36.98,1.546,-1.129,3.141,-0.538,-1.450,0.974,358.303,1.187,20.378
00:10:37.00,1.534,-1.161,3.163,-0.544,-1.463,0.976,358.298,1.196,20.376
00:10:37.02,1.523,-1.191,3.182,-0.550,-1.475,0.976,358.307,1.196,20.371
00:10:37.04,1.512,-1.220,3.202,-0.555,-1.487,0.978,358.313,1.210,20.367
00:10:37.08,1.489,-1.281,3.241,-0.565,-1.511,0.983,358.287,1.191,20.388
00:10:37.10,1.479,-1.307,3.258,-0.569,-1.521,0.983,358.285,1.198,20.379
00:10:37.12,1.467,-1.340,3.280,-0.575,-1.534,0.985,358.291,1.195,20.364
00:10:37.15,1.455,-1.373,3.301,-0.579,-1.547,0.987,358.287,1.204,20.360
00:10:37.17,1.441,-1.410,3.324,-0.583,-1.561,0.989,358.291,1.216,20.359
00:10:37.21,1.419,-1.470,3.362,-0.593,-1.584,0.992,358.267,1.200,20.374
00:10:37.23,1.406,-1.502,3.382,-0.598,-1.596,0.993,358.274,1.201,20.371
00:10:37.25,1.394,-1.535,3.403,-0.603,-1.607,0.992,358.276,1.213,20.367
00:10:37.28,1.383,-1.565,3.421,-0.607,-1.618,0.993,358.286,1.233,20.360
00:10:37.30,1.369,-1.602,3.444,-0.612,-1.632,0.995,358.278,1.232,20.358
00:10:37.33,1.348,-1.657,3.477,-0.622,-1.652,0.996,358.281,1.222,20.368
00:10:37.35,1.337,-1.686,3.494,-0.627,-1.662,0.996,358.282,1.234,20.364
00:10:37.39,1.318,-1.738,3.525,-0.636,-1.681,0.997,358.286,1.228,20.377
00:10:37.41,1.305,-1.770,3.544,-0.641,-1.692,0.997,358.280,1.230,20.375
00:10:37.44,1.284,-1.826,3.577,-0.650,-1.713,1.000,358.268,1.203,20.388
00:10:37.46,1.273,-1.855,3.594,-0.655,-1.723,1.001,358.266,1.221,20.381
00:10:37.49,1.250,-1.916,3.629,-0.665,-1.744,1.000,358.247,1.206,20.396
00:10:37.51,1.237,-1.950,3.648,-0.670,-1.756,1.002,358.258,1.214,20.393
00:10:37.55,1.215,-2.008,3.681,-0.679,-1.775,1.004,358.242,1.202,20.405
00:10:37.57,1.201,-2.045,3.702,-0.685,-1.789,1.006,358.243,1.215,20.403
00:10:37.59,1.188,-2.078,3.721,-0.690,-1.801,1.008,358.244,1.233,20.398
00:10:37.62,1.165,-2.139,3.755,-0.696,-1.821,1.006,358.245,1.210,20.407
00:10:37.64,1.151,-2.176,3.775,-0.702,-1.834,1.008,358.256,1.213,20.399
00:10:37.68,1.126,-2.242,3.811,-0.710,-1.855,1.008,358.233,1.203,20.408
00:10:37.70,1.115,-2.270,3.827,-0.713,-1.864,1.009,358.234,1.217,20.399
00:10:37.72,1.097,-2.315,3.851,-0.718,-1.878,1.008,358.237,1.227,20.400
00:10:37.75,1.074,-2.377,3.884,-0.727,-1.898,1.010,358.222,1.202,20.411
00:10:37.78,1.060,-2.414,3.904,-0.732,-1.911,1.010,358.227,1.219,20.407
00:10:37.80,1.045,-2.452,3.924,-0.737,-1.923,1.013,358.236,1.219,20.403
00:10:37.83,1.016,-2.527,3.963,-0.747,-1.945,1.012,358.210,1.201,20.422
00:10:37.85,1.003,-2.563,3.981,-0.751,-1.957,1.011,358.219,1.211,20.417
00:10:37.87,0.989,-2.598,4.000,-0.755,-1.967,1.013,358.227,1.223,20.412
00:10:37.90,0.970,-2.647,4.025,-0.762,-1.982,1.012,358.234,1.214,20.414
00:10:37.93,0.943,-2.719,4.061,-0.771,-2.005,1.014,358.215,1.200,20.429
00:10:37.96,0.928,-2.756,4.080,-0.777,-2.016,1.015,358.216,1.214,20.423
00:10:37.98,0.913,-2.796,4.100,-0.782,-2.029,1.016,358.217,1.217,20.420
00:10:38.00,0.897,-2.838,4.121,-0.787,-2.041,1.017,358.225,1.220,20.417
00:10:38.03,0.868,-2.912,4.157,-0.795,-2.063,1.018,358.205,1.210,20.429
00:10:38.05,0.852,-2.954,4.178,-0.801,-2.075,1.019,358.213,1.208,20.424
00:10:38.07,0.837,-2.993,4.197,-0.806,-2.088,1.020,358.228,1.227,20.416
00:10:38.10,0.819,-3.040,4.220,-0.813,-2.101,1.024,358.237,1.230,20.415
00:10:38.14,1.838,0.676,4.257,-0.217,-0.386,1.025,358.239,1.197,20.430
00:10:38.16,1.834,0.670,4.274,-0.222,-0.395,1.026,358.237,1.205,20.422
00:10:38.18,1.830,0.662,4.294,-0.227,-0.408,1.028,358.252,1.221,20.417
00:10:38.20,1.824,0.651,4.320,-0.232,-0.424,1.030,358.256,1.232,20.419
00:10:38.24,1.816,0.636,4.355,-0.241,-0.445,1.031,358.238,1.202,20.430
00:10:38.26,1.811,0.628,2.734,-0.244,-0.455,0.736,358.243,1.223,20.423
00:10:38.28,1.806,0.619,2.749,-0.248,-0.468,0.736,358.242,1.230,20.417
00:10:38.32,1.796,0.598,2.780,-0.259,-0.497,0.740,358.219,1.184,20.439
00:10:38.34,1.791,0.589,2.793,-0.263,-0.510,0.741,358.228,1.206,20.430
00:10:38.37,1.785,0.579,2.808,-0.269,-0.522,0.741,358.236,1.219,20.428
00:10:38.38,1.782,0.572,2.817,-0.272,-0.529,0.741,358.244,1.248,20.417
