Time,Pos_x,Pos_y,Pos_z,Vel_x,Vel_y,Vel_zRoll,Pitch,Yaw
00:10:38.42,1.772,0.552,2.845,-0.282,-0.554,0.743,358.249,1.233,20.429
00:10:38.45,1.765,0.539,2.862,-0.288,-0.569,0.745,358.245,1.231,20.425
00:10:38.47,1.759,0.527,2.877,-0.292,-0.581,0.748,358.253,1.248,20.417
00:10:38.49,1.754,0.516,2.892,-0.297,-0.591,0.749,358.245,1.251,20.411
00:10:38.51,1.745,0.500,2.912,-0.304,-0.608,0.750,358.235,1.250,20.415
00:10:38.54,1.738,0.485,2.931,-0.310,-0.624,0.752,358.232,1.246,20.416
00:10:38.58,1.727,0.462,2.958,-0.318,-0.648,0.754,358.215,1.237,20.430
00:10:38.60,1.721,0.450,2.972,-0.324,-0.659,0.756,358.224,1.247,20.424
00:10:38.62,1.714,0.437,2.986,-0.330,-0.672,0.757,358.230,1.261,20.421
00:10:38.64,1.706,0.419,3.006,-0.335,-0.688,0.758,358.232,1.271,20.427
00:10:38.67,1.697,0.401,3.026,-0.342,-0.705,0.760,358.243,1.275,20.430
00:10:38.70,1.687,0.379,3.049,-0.349,-0.724,0.761,358.248,1.275,20.437
00:10:38.72,1.679,0.364,3.064,-0.354,-0.736,0.762,358.257,1.276,20.433
00:10:38.75,1.669,0.343,3.086,-0.363,-0.753,0.764,358.245,1.271,20.419
00:10:38.78,1.660,0.324,3.106,-0.371,-0.768,0.766,358.235,1.269,20.419
00:10:38.80,1.651,0.305,3.124,-0.378,-0.783,0.767,358.244,1.275,20.418
00:10:38.83,1.641,0.285,3.143,-0.384,-0.799,0.770,358.251,1.281,20.423
00:10:38.85,1.632,0.266,3.162,-0.391,-0.812,0.772,358.239,1.272,20.427
00:10:38.88,1.622,0.245,3.181,-0.396,-0.826,0.773,358.241,1.279,20.430
00:10:38.90,1.615,0.230,3.195,-0.401,-0.838,0.773,358.253,1.288,20.425
00:10:38.92,1.609,0.218,3.206,-0.404,-0.846,0.773,358.265,1.305,20.415
00:10:38.95,1.595,0.189,3.233,-0.413,-0.866,0.776,358.243,1.295,20.428
00:10:38.98,1.583,0.163,3.256,-0.420,-0.884,0.778,358.228,1.274,20.437
00:10:39.00,1.576,0.148,3.269,-0.425,-0.894,0.779,358.229,1.285,20.430
00:10:39.03,1.570,0.137,3.278,-0.428,-0.900,0.779,358.231,1.311,20.417
00:10:39.05,1.561,0.117,3.296,-0.434,-0.915,0.780,358.230,1.306,20.417
00:10:39.08,1.549,0.093,3.316,-0.441,-0.930,0.781,358.235,1.309,20.419
00:10:39.10,1.538,0.069,3.336,-0.448,-0.947,0.781,358.230,1.313,20.421
00:10:39.13,2.286,0.487,3.361,-0.138,-0.385,0.781,358.230,1.287,20.413
00:10:39.15,2.283,0.481,3.374,-0.142,-0.395,0.783,358.233,1.295,20.403
00:10:39.18,2.278,0.467,3.400,-0.151,-0.417,0.785,358.218,1.268,20.413
00:10:39.21,2.274,0.456,3.421,-0.158,-0.433,0.785,358.207,1.268,20.419
00:10:39.24,2.270,0.444,3.443,-0.164,-0.451,0.785,358.198,1.277,20.425
00:10:39.26,2.266,0.433,2.865,-0.170,-0.467,0.937,358.210,1.286,20.427
00:10:39.29,2.261,0.420,2.890,-0.177,-0.484,0.939,358.218,1.288,20.429
00:10:39.31,2.257,0.409,2.910,-0.183,-0.499,0.939,358.220,1.287,20.427
00:10:39.33,2.253,0.397,2.933,-0.191,-0.514,0.939,358.230,1.276,20.427
00:10:39.36,2.247,0.381,2.962,-0.200,-0.533,0.940,358.218,1.252,20.435
00:10:39.38,2.243,0.371,2.979,-0.204,-0.545,0.939,358.221,1.261,20.427
00:10:39.42,2.236,0.351,3.013,-0.215,-0.565,0.940,358.197,1.224,20.441
00:10:39.44,2.231,0.339,3.034,-0.221,-0.579,0.940,358.195,1.221,20.438
00:10:39.47,2.224,0.322,3.061,-0.227,-0.596,0.941,358.200,1.224,20.440
00:10:39.49,2.220,0.309,3.081,-0.232,-0.611,0.942,358.200,1.241,20.434
00:10:39.52,2.212,0.289,3.110,-0.238,-0.630,0.945,358.202,1.222,20.440
00:10:39.54,2.207,0.276,3.130,-0.243,-0.643,0.946,358.201,1.227,20.439
00:10:39.58,2.199,0.255,3.160,-0.251,-0.664,0.949,358.188,1.203,20.452
00:10:39.59,2.195,0.245,3.175,-0.255,-0.674,0.950,358.193,1.216,20.442
